ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.571099217,207.741025,23372.88265,6.280195162,313.8469725,497.9023198,12.87480498,75.4167102,4.555949236,0
8.509220049,200.3043481,10587.30493,6.392545064,307.3989595,585.2226284,11.79899055,63.82756869,2.519891581,0
5.953981878,186.4570837,32241.07961,8.439680712,347.7131572,416.0909979,14.63892652,68.90775427,4.071916487,0
5.403196492,185.6435227,27509.89342,8.257587185,,587.3786921,10.02403918,63.39749985,3.871463111,0
5.596929951,162.7246723,23930.37455,7.45655651,,535.3395605,19.17473871,54.96631665,3.506764606,0
10.63290961,198.3780118,12958.74846,7.135496644,322.6232487,522.0278703,16.7221946,71.77601755,3.722454851,0
4.916819229,162.4567843,22829.12321,4.024455657,360.5904451,541.7723151,11.58014075,,3.836703239,0
7.183095932,200.368159,13501.67797,7.982096708,358.3318489,617.5409065,11.17654813,71.5368343,3.806539439,0
5.923441415,167.6586022,25951.55404,6.296103203,350.3819811,471.8575107,15.77046418,53.32181233,4.10736363,0
7.377036504,175.0082757,15340.95184,6.144844982,371.0105238,579.4618244,11.91573964,78.17917084,4.531658688,0
7.833495881,220.9574326,28338.98146,9.370848444,316.2744033,462.1424242,15.33300458,57.03352177,5.580829963,0
4.745764371,186.3031371,33153.81298,8.840473501,370.167851,296.9641017,14.78431358,48.45137454,3.699146259,0
9.055825785,196.4758989,20226.28794,5.838594348,298.8035603,342.3594105,12.81363426,84.2792184,5.45691283,0
5.492155983,176.2714037,26422.09789,8.072933638,366.6447662,500.9387879,7.609797727,59.39678681,3.294129366,0
4.487517479,199.0514027,36860.4689,9.751560797,338.0494275,390.5669453,8.123470112,75.66878452,2.765722248,0
7.027185659,185.3207014,30988.97302,8.600477187,327.46267,326.2690802,9.982010229,52.71658854,5.35304334,0
10.20064451,182.0806013,8016.202938,5.567500642,337.7815799,291.6002828,13.46992402,50.56737213,5.174719759,0
6.784279329,140.3667086,17569.57982,4.084932416,,374.18184,10.63423012,97.08705976,4.045547056,0
8.080415244,166.8917001,18136.12886,6.86755296,,600.937203,16.30779009,55.58614173,4.070824292,0
,191.348259,14017.37207,6.490700311,345.5604812,423.9783892,11.86324832,65.79168659,4.167336457,0
7.344975869,182.3069422,5689.804405,6.764349993,373.872785,360.1844731,20.4839023,73.48898065,3.418763195,0
5.923739955,200.5612126,33306.01254,7.430037413,,399.9483325,13.79786968,63.4634088,3.884460371,0
8.285395275,196.5520678,19096.82237,7.357857255,342.936881,388.941163,14.15147307,73.18701323,5.438487907,0
5.949518764,160.4426313,16898.8083,6.04590644,367.3285417,451.0127884,16.3599511,62.36823392,4.072197622,0
,192.2021681,34160.92514,8.963155528,363.4727979,474.7817344,15.90527043,50.80782512,2.998335472,0
,215.9971166,35971.02511,10.03050816,330.8589265,558.108549,14.33780438,81.76977525,2.934137001,0
5.296578804,220.0808324,39537.08646,9.232766062,322.4335918,393.3886033,10.58333615,58.80146948,3.918469801,0
10.28206797,198.5463635,8108.297322,5.548407104,332.0179353,568.0789802,15.66169229,28.77061884,4.572923004,0
7.016836113,167.3621871,18014.9957,5.903058231,362.5234159,471.4843946,10.69258799,45.00201442,4.101397991,0
6.871607245,197.5170934,19557.99372,8.311348727,355.0872579,379.5077385,18.24071162,65.69423039,4.180389312,0
,214.1723298,8985.911807,7.29797266,,498.8039169,9.583323113,37.61648538,5.504749397,0
8.274069059,195.8033305,18091.20261,7.422104447,365.4072222,369.1983343,16.99633028,,2.575423028,0
8.238878989,198.2134051,11451.31222,5.30898956,309.3294235,401.0637637,13.24332928,81.19771043,2.784712797,0
5.791154373,190.4316792,20288.23557,6.298365795,347.0410203,544.8574806,17.70683826,84.38819143,4.104834817,0
6.153368957,237.1398278,22052.03462,8.090493963,306.2391799,485.0984831,17.07526259,58.10825856,4.030337485,0
7.303051906,196.9528752,22053.01026,5.392692829,305.2215636,451.605924,14.66556053,71.71077868,4.14486994,0
7.5926723,177.0808395,14912.22551,6.041143672,349.2406145,355.2844423,17.16196607,42.11525693,3.341426728,0
6.784116115,189.6083467,12736.865,5.935771844,,480.308581,20.60640864,76.62148876,4.072186608,0
5.606856131,211.5130972,32423.46269,6.812943275,,446.3864036,20.92695018,52.21897874,4.070966098,0
,223.4431113,36290.74611,9.380013284,333.4451998,373.9201602,16.52049596,64.69669078,3.817778953,0
4.922045466,197.2872066,38494.72025,9.144953298,383.2391383,357.4707042,13.12594167,61.86457965,2.291694536,0
5.700784947,185.9222471,27365.10636,7.563100469,,359.506553,15.0894408,56.46343393,3.978141279,0
,215.5784642,25338.61934,5.787190934,266.1099928,429.350268,11.85446068,71.16535216,3.13400015,0
10.67805626,168.6957663,7066.376917,4.86609241,,327.6586444,16.29668848,46.67248259,4.308256961,0
7.602121475,199.3531655,11346.14345,6.900379647,304.9664881,210.319182,17.92578239,62.84667263,3.698874769,0
8.846281957,188.4150006,17734.94963,6.057867647,317.1505445,419.3955691,17.11544677,60.25157823,2.925037558,0
6.751698586,203.4004519,26325.8177,8.365470023,341.8956361,381.4403882,19.52731893,58.29394504,3.756006672,0
,148.1031295,13597.89604,5.733147894,374.0183114,357.7110601,13.27889595,72.69549914,3.619590635,0
,202.0798645,12519.09066,7.627523842,,399.883388,12.74821674,,4.43921524,0
5.088213197,159.9626123,39125.2092,6.055622508,375.619186,400.1553243,20.18959951,68.68869382,2.600618679,0
6.954907217,159.7663994,21895.2857,4.493900098,337.2671775,482.5982702,10.66349163,78.7635917,3.169714976,0
8.983811794,204.6485152,15158.72175,8.645881893,,416.8991601,14.61876666,68.90294499,2.445673388,0
9.519659984,204.0809451,17258.18835,6.154072581,310.7162936,395.6985382,17.06138947,44.27337877,3.994556136,0
4.700392724,195.3528073,35216.53427,7.91908316,335.2793762,539.4646482,9.852784882,64.72133077,3.481943696,0
10.38613293,200.8911924,17982.38726,5.845501641,338.9992737,336.2797071,14.31941121,62.15668614,4.921340625,0
5.746529194,183.4717941,35633.26851,6.066386357,327.5578499,354.1744375,12.54887108,70.52597177,3.808372006,0
,192.9703798,11125.44354,4.954923177,324.7581837,332.956298,15.16457414,79.26457469,4.699120987,0
,248.9546551,25253.07906,8.921733175,296.8210343,482.8469391,14.14225093,69.10401166,3.941073832,0
10.8112895,209.10305,11848.22827,10.14106005,349.9232292,393.1864462,15.47487594,66.03031726,4.416183694,0
8.966835973,228.6913547,16764.85476,7.137871354,320.5559945,456.4264885,12.59999831,77.33013702,3.654354962,0
,212.449974,5699.504942,6.647839934,333.0524907,269.3446352,18.0824904,89.81605745,2.27639196,0
6.848805453,204.8127108,20555.55957,9.775004066,387.6863877,389.6382279,12.29875322,49.45204624,3.130044763,0
8.861701557,200.6122986,15247.12803,6.050225266,313.1270814,521.7741145,13.78042674,69.87048424,3.579107242,0
4.252985001,149.9386547,20497.82222,3.271144024,302.8198226,427.1137557,16.0869495,68.20087712,3.58830042,0
6.729829904,229.4077836,23114.03183,9.73335611,321.1604634,521.8355248,13.14044719,68.2520667,4.724321913,0
5.924540482,186.6200684,44376.18738,6.614180463,341.6377735,273.4468382,12.75811532,59.45669089,4.224342509,0
6.783888468,193.6535806,13677.10644,5.171453573,323.7286632,477.8546873,15.05606409,,3.250022229,0
7.390896679,219.3359778,25574.09172,8.76043438,,553.0576632,17.73037119,60.59843161,4.325131645,0
6.470151959,176.7363757,30594.28067,4.39313815,324.6592334,524.9097809,16.61424751,84.29970287,3.125391112,0
6.93039147,190.1893878,25780.05908,6.259352881,331.0302515,481.7375593,14.04948264,70.58636048,3.699796036,0
9.302441188,236.5807942,5230.63043,8.300402168,,367.8975629,12.86399234,18.10122217,3.675985498,0
7.421997644,220.3853144,15772.65317,9.157615312,319.9129388,463.2969139,16.98166011,80.26935417,3.603609581,0
6.583064856,163.3616035,17977.69394,6.542088,,383.1245035,18.09454383,44.13646887,3.772858553,0
6.204429354,211.640958,35439.68784,6.236836217,314.1313174,552.4627918,8.660869468,56.35009618,4.106807505,0
9.066628054,203.3841234,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,76.41651045,4.055421251,0
4.713116701,209.3420509,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,89.65078816,3.923356036,0
10.58138599,213.7764386,11298.45009,7.668897441,300.1846217,497.1691281,17.97129472,83.34530447,2.966945651,0
7.574261237,227.9846646,8672.527773,7.335361864,,433.6795425,11.23891367,54.86588904,3.686758983,0
6.138785152,158.422129,20129.97882,6.812142879,352.2299607,373.8436199,13.41781308,80.7310969,4.677289618,0
5.276323544,186.3825903,42063.8744,6.862988075,319.8379854,312.0025326,18.96441809,71.39897598,3.883029041,0
6.776879088,189.4388127,19663.79131,8.386403518,375.4573453,420.3573924,14.83156005,61.0504197,3.322065007,0
7.239415921,211.8728279,13911.82663,8.204071006,345.0439831,494.4169099,15.41647494,32.74561137,4.531825295,0
6.552279123,190.547678,15362.45238,6.928597413,356.3179748,353.0636591,14.89621036,,3.443385019,0
8.408766231,210.7954061,27662.3971,6.634210113,291.6876535,555.580978,12.34483405,67.06182356,2.372791477,0
7.986398706,202.0939398,20447.49013,5.689518474,,477.6688358,12.25839557,43.84169191,4.814779191,0
7.366915284,185.0435967,14151.76008,5.584369157,324.5704591,336.9568673,15.23382587,49.99703389,3.051316563,0
6.062738419,224.8411806,25842.58128,9.463390687,,385.3916191,13.07474968,85.35121382,4.369454697,0
7.8564711,204.7834281,5619.135558,5.816703198,343.5454193,432.0431198,14.94772039,55.96161318,4.534681098,0
5.15839641,189.2957887,35086.39696,6.736118027,340.8718191,331.5867258,12.90979781,61.3446637,4.645852435,0
,197.5707363,17439.44406,6.226491278,,406.0147939,16.69026572,68.96901782,3.458320001,0
6.39908051,230.0279326,23037.07683,10.51784849,316.0725606,452.9744803,13.62553323,,2.620538023,0
7.394255556,207.9630384,29917.82021,7.816294444,,392.4966653,13.17342626,79.78043756,4.263192772,0
4.443850856,240.1679012,24070.26365,9.768406489,338.0524372,533.968647,11.87758168,69.03652276,5.038118946,0
8.247148271,175.9118303,9913.963346,4.974506124,324.4333077,302.200496,11.07051143,71.43816536,3.94196926,0
4.902158989,214.6437558,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,61.59103601,3.499048523,0
6.86313625,194.5866593,23610.51756,8.193416004,346.7680519,439.2296156,14.6597409,89.02719617,4.319777195,0
6.66953238,190.7511649,16246.17319,6.372975148,324.3418933,383.245825,7.85208554,86.44056052,1.964863097,0
7.595669984,207.1154702,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,88.02036523,3.403393177,0
8.163076383,183.1618528,20335.67651,6.028559417,333.0844548,475.2964708,18.24809789,49.6048424,3.287243971,0
8.87027826,193.3699479,16854.12946,5.180105641,318.3546116,355.470925,19.03221887,58.80919944,4.182740665,0
8.769676022,215.3687416,13969.43886,7.548543437,322.7990702,369.0166668,18.91918835,54.75521406,3.776718462,0
4.737391257,215.5295107,30684.21164,8.781904578,,313.513502,11.07028905,62.9144208,3.853388072,0
7.790874862,196.4787124,24061.3496,6.78568519,350.1172538,471.5185364,15.34331564,44.54462707,3.076214341,0
,238.4095981,26493.07621,8.669944103,311.553679,369.2838639,11.75993045,91.2392992,3.241267187,0
6.0873061,214.556086,11628.33668,7.231926685,,344.0720282,13.23230789,98.68662042,3.666671803,0
7.651294226,200.7170513,11699.13355,6.64827278,349.2554448,420.8283622,18.86381748,52.90885102,3.258041647,0
4.771490669,200.3740756,48002.0846,9.165239145,340.3101758,310.9278353,18.76832821,63.66415534,3.936972573,0
,190.6306362,26913.37349,4.649166446,302.4175288,509.2848688,16.19894784,64.1019514,3.452821864,0
5.392057607,198.0171652,19900.40784,7.84322565,348.9519243,419.813956,14.61650918,80.56825165,2.978925445,0
5.477283049,165.4360934,29046.08352,5.523010781,370.8930851,488.7745948,17.26518634,80.23479708,6.35743852,0
6.364155674,193.5069028,22958.00999,6.674635069,,432.1943573,16.27182497,64.57685131,4.764412042,0
,226.7656465,39942.9539,8.594714509,,538.6218031,13.74474872,,4.863377535,0
8.347949483,231.2031014,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,58.05286607,4.217861431,0
6.615981652,194.980636,20919.05143,6.136369824,,383.122057,9.684376378,41.33777496,4.635709127,0
8.312379503,203.7445475,8727.247349,7.456302258,,543.3929883,15.47040047,81.50868192,2.98809301,0
6.836224939,166.7429616,24293.17266,6.861235192,332.8815819,390.8049553,16.00699084,87.10192478,3.666613686,0
6.385470898,231.4884577,26756.918,8.774356717,,422.0677005,16.56311638,73.2606398,4.681716653,0
7.74507123,205.5415172,1019.87097,7.894244798,368.561073,479.7861954,15.80508483,56.98201954,1.568221419,0
6.792603548,236.3569746,1208.050882,9.410657998,300.6884166,479.0560337,13.52192326,46.59887075,0.204868142,0
7.971532807,181.6881221,1402.491762,5.961272224,343.9252223,257.7041794,17.75844368,35.29618142,1.286909992,0
9.284544785,210.9797468,79.19988098,7.618884588,,572.7434072,15.11084889,90.25245504,0.352967715,0
6.648769938,212.7106698,272.986373,5.501070114,296.848512,399.7737042,10.62226549,74.55428506,4.95445713,1
6.648794565,186.0979153,1334.948376,6.358402296,316.5527914,406.382378,19.69984804,62.32330348,8.851589955,0
9.368819223,229.2426598,714.8519152,7.903081469,315.1899838,368.7708937,11.63539928,49.80432225,0.225193901,0
8.151152094,238.3010478,868.6564265,7.720010959,269.4901733,482.6733273,22.09199022,79.1692811,9.310968702,0
6.295788421,177.5748031,1011.389445,5.818229016,343.5933324,367.6899918,19.91295017,59.30305302,2.218054648,0
7.813840065,235.0045977,1034.646577,6.938729525,286.7651014,553.4940322,19.41801315,84.84773972,1.068164029,0
6.304873461,184.7728094,1401.023585,6.52181467,348.554792,560.9659102,13.97834793,71.73384511,0.239929874,0
6.30140537,194.8060914,1495.576655,9.554785291,,286.7944316,10.41588906,71.90514736,2.08318949,0
7.362943407,190.3151268,1094.228318,6.188502912,326.7941938,357.4361934,11.71382102,63.86306846,4.747154671,0
4.130079633,199.3335654,466.4707533,7.784940449,366.0517519,338.44145,15.21529266,63.39146815,3.683633573,0
4.412623251,180.7491402,1325.640983,4.977306609,328.1769777,617.8835131,13.56125295,39.21591748,0.154593688,0
6.156568706,232.6685087,121.3703261,7.816284866,312.9867532,371.9106474,11.9756805,65.79702324,0.227087472,0
5.480753319,179.2069831,385.0672367,5.211430348,305.2641421,510.6093851,12.58847481,58.86155798,1.546877794,0
7.471370999,206.577843,1351.20929,8.813666089,320.4493278,468.0517147,14.52349976,71.45044718,1.049908828,0
5.637963887,221.2702228,421.4776959,9.475801129,348.1773307,501.6739826,22.15974723,75.36497409,0.793398275,0
4.881544448,216.4159321,369.9440365,6.936782341,295.2237067,510.8950007,16.20237144,79.85932286,0.989700535,0
9.198473153,218.8432561,250.2816751,9.295852001,321.1683132,444.276635,14.74434737,62.44323905,4.881015093,0
6.661335549,173.8508816,1295.712049,7.017330331,355.4615889,336.0618031,16.89517971,65.44736154,7.944877784,0
7.101292307,164.7909916,775.0844758,6.592516959,,422.2238018,14.07087898,73.92031968,1.558099453,1
4.862877721,240.4297868,1028.595144,10.5715963,,446.7429748,13.57347103,80.26837179,7.096926205,0
6.183425913,207.7865734,396.6462569,8.920632925,,442.3681431,18.72530225,43.89808751,1.163593392,0
7.166383885,228.3227976,1149.15861,7.516643216,319.3540394,376.2319179,8.03385864,48.52903793,1.941293658,0
5.273509634,242.1641459,1152.00804,9.808651156,322.2351015,440.8594348,13.57122272,62.17947698,0.768662613,0
7.563547028,174.9267412,503.2671361,5.569868658,,425.2500465,12.53400873,86.68363454,3.068923386,1
6.099041965,171.8161053,645.4898179,5.817090295,357.3287588,530.5264113,18.11704226,79.09444035,10,0
6.562459375,235.4174567,354.0509023,8.551446845,,446.4223567,14.13495393,51.70521489,2.775185477,1
6.097440082,169.3185048,1466.013484,4.875413881,327.3799385,549.2767283,17.01511804,51.50550828,1.328632286,0
9.778417277,178.7777161,986.1237367,7.533042002,354.0576485,367.7586892,14.66895005,57.40146512,3.130816855,0
6.979754163,231.3402282,1405.088627,6.577834048,300.9223297,328.9044942,11.78961929,78.56818212,0.393473533,0
5.413433607,153.7128743,489.9090383,7.894086171,,493.8884638,15.11602281,57.71299204,6.585475307,0
8.233817368,166.4527742,1183.741824,5.350923532,372.2640994,393.5557957,13.74866795,75.02454461,2.098002547,0
5.168734525,198.8430942,1160.495034,7.375883102,316.8202484,368.4028571,9.984033412,65.2515508,1.789966236,0
7.313295393,216.1163186,1052.900695,9.605650817,349.084949,331.971661,17.5391297,84.03285792,2.644688282,0
4.060494814,212.6982764,1450.176514,7.703374743,301.2544217,365.4312125,12.97186896,70.48525056,2.940759159,0
5.007720927,157.1424243,620.6552374,6.344585275,379.7883765,475.3422715,16.90318031,51.10661421,0.223445962,0
7.295291854,190.799079,239.5401192,4.89987481,306.4953695,331.3789519,18.52543363,68.54744754,3.442940189,1
8.10769987,190.9379793,1023.977846,8.098838845,351.3581338,435.6664692,11.98363521,107.9008419,0.830945298,0
7.257052422,147.9168921,1107.499211,3.694274999,371.1763132,480.3202177,16.98075499,61.1580474,3.754793584,0
6.826527576,207.5095152,883.8378315,8.540837376,318.059624,431.6256772,10.07559844,63.9842249,5.186942142,0
6.548344457,201.0792194,349.885945,5.216684484,283.7446116,384.0115576,12.42753833,23.13661102,4.888286838,1
4.782217014,230.3087747,781.4611154,9.619574961,352.0843328,442.1670062,14.74078711,,2.412242709,0
5.920233687,256.6734691,502.675118,9.711379814,293.1111226,324.9978244,16.84844375,72.68768581,2.20296954,0
6.309041844,204.202072,669.8264658,8.053558881,315.0275045,399.1190254,13.97408473,83.1579971,0.462517905,0
8.585683339,235.3409427,985.566935,9.17093996,295.3505243,357.4172848,9.213267539,59.28026924,4.479583523,0
7.515427434,197.5626646,1130.561377,6.035086878,303.9376701,397.6849857,19.39402667,54.51072514,0.949929807,0
4.355439767,210.5022172,386.7258018,7.243682989,316.7538889,570.4242586,15.95833351,70.61583215,2.059679313,0
7.486125954,225.156452,637.7217729,7.83739765,308.5948104,382.0142489,12.66601633,78.76705222,1.00337399,1
6.422376579,204.2253291,440.2842779,8.448405225,332.8903825,500.6848732,15.15740752,71.02274371,0.431016585,0
5.984617,148.3937237,338.0158401,5.459171833,369.3698813,407.3808249,15.89207853,72.16401932,2.97917272,0
7.917514433,202.3173348,1185.911469,7.651668438,367.2242972,597.8700732,11.80284674,72.38476153,0.167591279,0
8.546499284,222.1841691,1368.416407,7.609833076,293.0624593,558.7478629,15.35758277,44.55526428,4.142669784,0
8.396920179,207.5207264,586.8366692,8.560537109,357.9443268,468.5383258,15.69273832,107.2823286,1.146359798,1
5.741173715,182.108995,1139.35444,6.188790308,364.975499,567.5261592,7.791637811,58.17482529,0.000404106,0
6.536181436,205.4389768,1350.64317,7.248374249,317.2802103,558.9538726,23.95245044,68.24220581,2.146970738,0
7.496895147,166.6365538,1276.880105,4.038955039,331.9541994,363.2357556,12.53583833,56.31059225,0.143954977,0
8.463317691,238.9360743,315.0794134,11.08652625,351.5588107,514.9640601,8.637461294,55.60351213,0.96959433,1
6.281238643,193.0771683,1436.623228,7.881197242,324.336203,301.7534765,13.37816481,89.05195717,3.682507277,0
6.721511535,196.606942,596.1808386,7.382754883,345.1798873,329.0166464,8.547283221,60.14470242,0.194222414,1
5.340497539,218.7700084,541.8989587,7.325000809,299.8465235,412.3085879,17.19268526,41.03578909,5.485366693,0
5.205690064,182.1618803,140.5254246,6.325161655,294.9660883,404.1201524,14.71228463,106.3717198,0.011481712,0
8.218788734,208.331084,754.9517985,7.223961867,329.1196851,430.4068943,7.151750616,88.41329592,0.850368519,1
9.034360043,173.1855689,208.0697427,6.98410186,359.8136999,355.9980259,11.51512302,39.55047603,4.051670539,0
6.891984818,169.7411715,410.3827403,5.574917123,,380.1147511,17.59550987,75.51905904,1.140577185,1
8.505299347,223.7204305,509.5668016,8.289191784,303.8506628,360.4684842,15.23427716,48.19557179,0.322396148,0
7.542454038,160.217867,1222.798169,4.286930405,360.2862819,490.5125389,9.027167172,67.47622913,1.339958003,0
6.032320368,216.6653186,1319.458543,9.796329895,382.1529774,369.4680721,18.96725863,59.65152321,0.945748915,0
7.542093408,156.4799268,488.5761603,8.530101581,371.1477704,485.6311478,16.98060997,69.62249007,5.549028411,0
9.30705485,198.6549758,1295.112276,9.539983929,344.6185348,412.9792013,9.767080689,43.14199975,1.127782636,0
6.946260941,192.2541619,1292.984859,7.259638238,331.6496586,397.2628257,18.26121295,45.98162418,4.666731473,0
9.346965484,216.7528722,1158.743878,7.947534131,385.0434376,288.0685777,14.13669901,68.86186085,6.673322723,0
3.070382344,172.7314328,262.7079153,4.250916792,244.2851451,559.6293401,21.34084926,51.27471187,1.706516018,0
8.232853757,168.4453579,1050.968128,6.283249716,271.8920447,437.3708632,16.41065407,64.50592258,7.221942219,0
7.130570602,240.8884224,1420.284894,9.609895813,421.3431865,354.3925259,12.34038423,83.23866139,1.421158232,0
6.551488974,225.9590923,1039.683694,8.827654541,397.9242403,315.750909,16.71655697,17.00068293,9.979250857,0
7.137641165,203.7510557,530.8444312,5.232749728,251.062384,334.9053758,13.21432417,79.86300941,0.280590725,1
4.018646628,148.4153089,775.8400103,4.755879695,268.2118958,392.9012057,12.4666097,,3.484840934,0
6.670492168,210.44877,986.3013129,7.271672365,,455.9274999,14.2479472,85.93042839,2.042553505,1
7.535668857,204.0843182,790.3270927,6.125251638,304.5279374,544.3393171,12.014243,72.60807608,1.471347941,1
9.216841067,214.682778,223.9317655,10.99999516,398.9208686,321.0690741,12.01067596,58.10070667,3.004826002,0
6.222594673,177.8462444,502.4928647,7.652073245,352.8170527,413.3215995,12.35738526,108.849568,3.650739428,0
5.787259596,231.3515758,1213.474244,9.180703192,409.9884608,448.8647411,10.83824882,65.54821586,0.013118449,0
6.247364435,194.7382822,1299.056167,7.631357066,322.0729563,347.8292033,10.64178919,63.72293291,0.547995967,0
8.373103177,168.0989354,249.0850474,6.19884398,,419.173312,12.30266857,59.88736706,3.745300594,1
7.493126664,190.2191676,1430.960791,6.48198571,298.3561571,414.8891303,13.46179443,50.89523315,3.293306656,0
6.205359694,193.7849998,526.7927959,9.007161201,343.6208232,510.305603,13.76780176,99.17559467,10,0
7.76990115,197.9935375,1010.354921,6.734527285,359.7105172,448.4571607,12.51197343,49.29984943,4.294349573,0
7.145616324,240.7121821,1140.146462,8.124265428,,477.0478068,15.45930696,68.89560275,9.033921265,0
8.452967486,199.2853743,1227.32204,6.809945059,,454.73241,14.58729016,81.37845107,3.637431609,0
5.946920359,231.9985786,1421.337068,9.422100575,389.2195856,526.067651,17.20749438,73.94096997,1.061688747,0
6.50850678,200.3152357,503.7333446,7.378235881,337.2314685,295.7570532,14.03399501,29.66814213,0.334018135,1
6.41183777,205.1283035,1294.834359,8.025806109,396.0919174,318.5366329,13.86045341,93.71487616,4.567357728,0
4.804727578,193.9089061,240.94601,7.108190294,,393.1766813,13.64323622,61.12507973,3.099731392,0
7.444180416,218.2371865,1072.309314,8.696478834,363.9927477,521.0162606,15.3106314,73.72307012,0.148156963,0
7.391582908,208.3741881,1125.867708,5.846112042,327.4742031,264.5080825,11.23514423,46.68259729,1.339097876,0
7.007670185,142.1455656,1032.6987,6.03063996,240.1985048,369.280429,20.60555207,70.16838922,9.425731538,0
6.6481193,179.7999166,415.8563674,6.378364494,348.0715106,590.0605459,12.09249934,81.59236188,2.081849382,1
4.876943887,187.1536166,1315.912563,4.600729971,253.1584686,531.1691009,11.41018355,77.28655067,1.700755125,0
6.369032016,155.1575203,294.8447719,3.181183291,244.7951979,506.0101352,17.38551498,73.11505279,1.835805591,0
6.485928225,213.0411915,127.7704477,9.794730236,349.1713947,284.0179948,12.4199055,74.67438321,0.702927178,0
5.796584096,167.8876287,1090.324236,8.349206794,,354.7907412,14.16831424,102.5678462,1.379956358,0
6.758071433,183.4613095,739.4397871,7.475273364,335.6680457,482.6371798,8.963253883,82.58133835,1.385217253,1
7.606076285,230.1795734,1281.192129,9.598742281,,522.888054,14.44918097,68.6407682,0.161326022,0
9.829278852,212.2746448,605.9258545,8.458102716,361.3813251,457.0141209,21.4302933,43.18880258,4.377467915,0
7.261866719,163.3559608,294.0039533,5.742828935,307.6671229,351.631315,20.05761944,78.50149245,1.616155268,1
7.386325586,163.5933393,1262.841179,2.741712117,219.1489347,554.0451045,16.52194196,67.53326015,5.180948519,0
6.888331126,239.0576795,845.9189659,10.36567986,419.8811751,373.2321373,18.82859407,43.44064402,5.698328063,0
4.121843177,144.9029318,324.333899,4.545520137,297.9602299,605.4588934,20.22207487,,0.714748933,0
6.960229187,214.6573313,1094.556798,5.947389617,326.1757088,385.8278293,15.56345966,77.83403618,3.21316777,0
7.090345315,203.2764198,791.1147758,5.271367217,323.6836829,508.8203409,14.06313997,65.15518183,1.917578573,1
10.69486317,226.9350617,926.2538242,9.67726887,,350.9686515,13.60964252,70.57141441,6.364711618,0
6.711458553,198.4092471,718.3025904,7.317575186,369.0971134,408.1950145,6.059608221,105.4004604,0.729046641,1
7.452321014,157.3542892,1251.628027,7.931502717,304.8078454,480.7152078,15.69283855,82.92934548,3.397871335,0
6.947932345,167.9850397,1252.865938,3.372369254,265.4311206,300.411744,16.00520675,72.36321679,2.807583894,0
5.246982944,185.4193669,1078.613792,8.544763659,,408.0957972,18.2352202,72.29966228,1.049955586,0
8.714234222,213.0002175,202.8319972,6.901040767,,383.7478834,11.79324634,57.345645,0.440634727,0
8.127899549,178.1548555,1266.3381,6.425770037,311.5268902,570.3787653,17.59212637,68.99274058,3.163554491,0
8.186547921,191.8155235,1022.968822,7.8987316,333.477592,432.8987489,13.33538104,54.21628416,4.025081261,0
5.635918818,185.0883849,1060.685041,4.105766323,275.0556418,528.1562512,11.32544664,80.33833076,1.137758072,0
9.104191466,203.0687456,576.3251186,8.175744202,413.5603781,405.4206121,13.2831001,74.41286716,3.105498188,0
4.897223406,158.38784,1324.955356,5.857333129,285.3951123,476.8420108,14.38834959,73.16477755,1.508229662,0
7.880285641,223.1418815,1101.78882,9.125163916,378.1083058,337.8582636,13.53166045,42.84451085,3.746982512,0
10.28568344,193.2009914,213.2561765,4.146601118,255.9767456,365.477618,14.92061556,8.577012933,0.666489377,0
5.514195512,182.689825,641.2781499,6.225933056,369.5529578,327.2282451,14.06559734,82.78192571,6.627694186,0
6.150553406,148.6140018,1335.251525,5.594006548,,387.3997714,11.85510295,49.4804408,1.016545478,0
7.149477048,205.2660804,118.4352175,5.491962673,306.7022268,382.0801288,10.50402321,67.49345,1.375581946,1
6.244786519,155.9374414,1444.054098,7.66610873,,356.5430368,10.82460037,75.32889227,0.179542869,0
4.674004853,232.8827254,1034.785724,7.300265028,,404.003888,12.86641996,55.49833107,0.354703129,0
7.102844462,224.7051051,965.4951676,7.078014889,323.0368521,354.3906043,15.69217561,79.96280267,2.176155264,1
5.406544429,164.9589475,442.3109219,7.868035975,358.2591999,398.4603116,15.29749572,,0.934255402,0
7.710388646,259.1449277,410.7480937,10.0870624,392.8331604,354.4052785,13.89895042,63.85767375,5.414173523,0
5.620863649,187.9471911,1415.984418,8.556396061,405.4034233,462.314567,18.42838695,41.29033047,0.044407217,0
9.324901608,180.158098,482.4950586,7.773484086,360.2839834,344.5506193,11.24646038,60.29218733,1.429726967,0
5.825120061,221.7924809,1174.48268,6.701159346,366.4122,583.4364875,17.73188235,59.68607582,1.234504834,0
6.516907726,207.8281164,620.0266074,8.015743173,,369.0443258,10.37184324,62.03773024,0.058550555,1
8.220275826,188.6105177,251.9184026,5.606500395,275.1822396,520.5877359,12.81460367,,0.39842947,1
5.153703525,151.621132,65.53718166,3.651961339,248.0947589,468.3674514,15.15117258,79.53836758,1.601477716,0
